imo,mmsi,stop_area,grp,StandardVesselType,GrossTonnage,stop_time_in,stop_time_out,anchoring_in,anchoring_out,waiting_time,service_time
6329020,356102000.0,MIT,98,Oil tanker,2444.0,2024-03-15 13:40:00,2024-03-15 18:30:00,2024-03-14 22:00:00,2024-03-15 13:00:00,15.0,4.833333333333333
6329020,356102000.0,MIT,99,Oil tanker,2444.0,2024-03-23 00:50:00,2024-03-23 09:50:00,2024-03-20 16:50:00,2024-03-23 00:30:00,55.666666666666664,9.0
6329020,356102000.0,MIT,100,Oil tanker,2444.0,2024-03-29 03:30:00,2024-03-29 13:10:00,2024-03-28 15:00:00,2024-03-29 02:30:00,11.5,9.666666666666666
6329020,356102000.0,MIT,101,Oil tanker,2444.0,2024-04-11 18:00:00,2024-04-11 22:30:00,2024-04-08 18:40:00,2024-04-11 16:40:00,70.0,4.5
6329020,356102000.0,MIT,102,Oil tanker,2444.0,2024-04-18 02:20:00,2024-04-18 11:20:00,2024-04-16 08:30:00,2024-04-18 01:50:00,41.333333333333336,9.0
6329020,356102000.0,MIT,103,Oil tanker,2444.0,2024-04-18 15:40:00,2024-04-18 21:30:00,2024-04-18 12:00:00,2024-04-18 15:00:00,3.0,5.833333333333333
6329020,356102000.0,MIT,104,Oil tanker,2444.0,2024-04-20 10:20:00,2024-04-20 12:10:00,2024-04-18 22:00:00,2024-04-20 09:50:00,35.833333333333336,1.8333333333333333
6329020,356102000.0,MIT,105,Oil tanker,2444.0,2024-04-26 23:40:00,2024-04-27 15:10:00,2024-04-26 00:30:00,2024-04-26 22:50:00,22.333333333333332,15.5
6329020,356102000.0,MIT,106,Oil tanker,2444.0,2024-05-14 02:10:00,2024-05-14 08:30:00,2024-05-14 00:10:00,2024-05-14 01:40:00,1.5,6.333333333333333
6329020,356102000.0,MIT,107,Oil tanker,2444.0,2024-05-16 14:30:00,2024-05-16 22:10:00,2024-05-14 09:30:00,2024-05-16 14:00:00,52.5,7.666666666666667
6329020,356102000.0,MIT,108,Oil tanker,2444.0,2024-06-07 22:10:00,2024-06-08 01:40:00,2024-06-06 13:10:00,2024-06-07 21:30:00,32.333333333333336,3.5
6329020,356102000.0,MIT,109,Oil tanker,2444.0,2024-06-09 14:00:00,2024-06-10 05:50:00,2024-06-08 02:10:00,2024-06-09 13:30:00,35.333333333333336,15.833333333333334
6329020,356102000.0,MIT,110,Oil tanker,2444.0,2024-06-15 03:30:00,2024-06-15 12:10:00,2024-06-13 22:50:00,2024-06-15 02:50:00,28.0,8.666666666666666
6329020,356102000.0,MIT,111,Oil tanker,2444.0,2024-06-21 21:50:00,2024-06-22 06:10:00,2024-06-17 22:40:00,2024-06-21 21:20:00,94.66666666666667,8.333333333333334
6329020,356102000.0,MIT,112,Oil tanker,2444.0,2024-07-01 12:10:00,2024-07-01 19:40:00,2024-06-26 19:40:00,2024-07-01 11:40:00,112.0,7.5
6329020,356102000.0,MIT,113,Oil tanker,2444.0,2024-07-05 21:00:00,2024-07-06 05:20:00,2024-07-05 07:20:00,2024-07-05 20:10:00,12.833333333333334,8.333333333333334
6329020,356102000.0,MIT,114,Oil tanker,2444.0,2024-07-08 04:00:00,2024-07-08 14:40:00,2024-07-07 18:10:00,2024-07-08 03:20:00,9.166666666666666,10.666666666666666
6329020,356102000.0,MIT,115,Oil tanker,2444.0,2024-07-15 00:00:00,2024-07-15 05:40:00,2024-07-11 04:50:00,2024-07-14 23:40:00,90.83333333333333,5.666666666666667
6329020,356102000.0,MIT,116,Oil tanker,2444.0,2024-07-25 04:20:00,2024-07-25 09:50:00,2024-07-25 01:20:00,2024-07-25 03:50:00,2.5,5.5
6329020,356102000.0,MIT,117,Oil tanker,2444.0,2024-07-27 05:00:00,2024-07-27 16:40:00,2024-07-26 20:00:00,2024-07-27 04:30:00,8.5,11.666666666666666
6329020,356102000.0,MIT,118,Oil tanker,2444.0,2024-07-29 12:50:00,2024-07-29 21:20:00,2024-07-29 07:20:00,2024-07-29 12:20:00,5.0,8.5
6329020,356102000.0,MIT,119,Oil tanker,2444.0,2024-08-10 02:30:00,2024-08-10 09:50:00,2024-08-08 17:50:00,2024-08-10 02:00:00,32.166666666666664,7.333333333333333
6329020,356102000.0,MIT,120,Oil tanker,2444.0,2024-08-16 02:10:00,2024-08-17 13:30:00,2024-08-14 19:10:00,2024-08-16 01:20:00,30.166666666666668,35.333333333333336
6329020,356102000.0,MIT,121,Oil tanker,2444.0,2024-08-23 21:10:00,2024-08-24 04:10:00,2024-08-22 01:30:00,2024-08-23 20:40:00,43.166666666666664,7.0
6329020,356102000.0,MIT,122,Oil tanker,2444.0,2024-08-26 13:20:00,2024-08-26 19:50:00,2024-08-24 04:30:00,2024-08-26 12:50:00,56.333333333333336,6.5
6329020,356102000.0,MIT,123,Oil tanker,2444.0,2024-08-29 13:30:00,2024-08-29 20:40:00,2024-08-28 07:20:00,2024-08-29 13:10:00,29.833333333333332,7.166666666666667
6329020,356102000.0,MIT,124,Oil tanker,2444.0,2024-09-07 02:30:00,2024-09-07 20:30:00,2024-09-04 03:10:00,2024-09-07 02:00:00,70.83333333333333,18.0
6329020,356102000.0,MIT,125,Oil tanker,2444.0,2024-09-08 14:40:00,2024-09-08 18:30:00,2024-09-07 20:50:00,2024-09-08 14:20:00,17.5,3.8333333333333335
6329020,356102000.0,MIT,126,Oil tanker,2444.0,2023-10-11 02:10:00,2023-10-11 05:50:00,,,,3.6666666666666665
